Title,Genre,Duration (minutes),IMDb Rating,MetaScore,Certificates,Year,Poster-src,Score
Lonesome Soldier,Biography,109.0,6.2,66.0,R,2023,"https://m.media-amazon.com/images/M/MV5BMzYxMTRkOGItZWMwNy00ZGFiLTg3NDgtMzIxNWQ2M2FiMGFkXkEyXkFqcGdeQXVyNDY4NjQwMTk@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.319999999999999
Princess Kaiulani,Biography,130.0,6.1,41.0,PG,2009,"https://m.media-amazon.com/images/M/MV5BMTY2NDcwNjM2MF5BMl5BanBnXkFtZTcwNTE4ODE0Mw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.499999999999999
Blaze,Biography,120.0,6.0,67.0,R,1989,"https://m.media-amazon.com/images/M/MV5BN2UzODlhNjEtYjEwYS00N2Q0LTlhMWUtZWI4YzZhMWNhYTRiL2ltYWdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.209999999999999
My Father's Glory,Adventure,105.0,7.6,66.0,G,1990,"https://m.media-amazon.com/images/M/MV5BNzhmN2E0OGItODNjYy00NTlmLTliOWQtOWNjZDQ2MjViOTcwXkEyXkFqcGdeQXVyMTIzMzQ1ODg4._V1_QL75_UY281_CR11,0,190,281_.jpg",7.299999999999999
13 Minutes,Biography,114.0,7.0,58.0,R,2015,"https://m.media-amazon.com/images/M/MV5BMTU3MzYzNDEzN15BMl5BanBnXkFtZTgwODM5NTY0MTI@._V1_QL75_UY281_CR3,0,190,281_.jpg",6.64
Salome's Last Dance,Biography,89.0,6.4,66.0,R,1988,"https://m.media-amazon.com/images/M/MV5BNzBkNmI5MzQtZDVjOS00YWQ2LTkyMTktYTU1OTE0ZmRhYWM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,9,190,281_.jpg",6.459999999999999
The Wonderful World of the Brothers Grimm,Adventure,135.0,6.4,66.0,G,1962,"https://m.media-amazon.com/images/M/MV5BZTlhMmZlNmMtOWQ5NS00YzNhLWIxMDEtOTA5OGYxYzkwZjhlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,5,190,281_.jpg",6.459999999999999
A Quiet Passion,Biography,125.0,6.4,78.0,PG-13,2016,"https://m.media-amazon.com/images/M/MV5BZDNhNDg5ZGItMzA2YS00NDRlLWE2NTItNWQ0OGEwZGIyOTc2XkEyXkFqcGdeQXVyNDU0NjMyNTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.819999999999999
Burning Blue,Biography,96.0,6.2,29.0,R,2013,"https://m.media-amazon.com/images/M/MV5BMTYyODQxNjQzOF5BMl5BanBnXkFtZTgwNzU2NzE2MTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.21
Ludwig,Biography,238.0,7.5,66.0,PG,1973,"https://m.media-amazon.com/images/M/MV5BZDUwODg4YTgtOWI5NS00NDc0LWE2ZDEtYTRkOTljYzJiY2Y3XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX190_CR0,4,190,281_.jpg",7.2299999999999995
The Man Who Invented Christmas,Biography,104.0,7.0,60.0,PG,2017,"https://m.media-amazon.com/images/M/MV5BZDRjZWZlNjAtYjM1ZS00ZjAyLWE4MmEtNWVmNzZiNTYzOThjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.699999999999999
Music Within,Biography,94.0,7.2,53.0,R,2007,"https://m.media-amazon.com/images/M/MV5BMTgwMDgwNzU5Nl5BMl5BanBnXkFtZTcwOTUwMDU1MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.63
McQueen,Documentary,111.0,7.7,84.0,R,2018,"https://m.media-amazon.com/images/M/MV5BMTg0MTg3MTM0OF5BMl5BanBnXkFtZTgwOTU0OTU2NTM@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.91
Danton,Biography,136.0,7.4,66.0,PG,1983,"https://m.media-amazon.com/images/M/MV5BNWI1OTM5YWItOWZkMy00YTI0LTlhMmEtZDQ5NGM2Mzc3NGYyXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX190_CR0,4,190,281_.jpg",7.159999999999999
Nightwatching,Biography,134.0,6.5,66.0,R,2007,"https://m.media-amazon.com/images/M/MV5BZTE4YzAyN2QtZDBkNC00YjUwLTk5ZjktMGEwZDMxZDI0MTg4XkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.529999999999999
Desert Flower,Biography,120.0,7.3,54.0,R,2009,"https://m.media-amazon.com/images/M/MV5BMTcwODMwMzA0MV5BMl5BanBnXkFtZTcwMTc3ODc1NA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.7299999999999995
Inside Deep Throat,Documentary,89.0,6.7,64.0,NC-17,2005,"https://m.media-amazon.com/images/M/MV5BZjUyNzQ5MzAtN2Y5ZS00NTk5LWI4ZDktNGMyNTA5MjhkNjAzXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UY281_CR0,0,190,281_.jpg",6.609999999999999
The Lady,Biography,132.0,7.0,43.0,R,2011,"https://m.media-amazon.com/images/M/MV5BMTg3NTc3NzMzOF5BMl5BanBnXkFtZTcwMzI4NjkyNw@@._V1_QL75_UY281_CR11,0,190,281_.jpg",6.1899999999999995
Impromptu,Biography,107.0,6.8,66.0,PG-13,1991,"https://m.media-amazon.com/images/M/MV5BZmM0ZTAyNmUtZjgxNi00NTEwLWE1MjEtMDBjYzY3MTUyNDdmXkEyXkFqcGdeQXVyODU2MDg1NzU@._V1_QL75_UY281_CR0,0,190,281_.jpg",6.739999999999999
Percy Vs Goliath,Biography,99.0,6.4,56.0,PG-13,2020,"https://m.media-amazon.com/images/M/MV5BYTA4MDMwYzItMTNkYS00NjhhLTkwODUtNTE1ZDc0ZTUzMzdiXkEyXkFqcGdeQXVyNDAyMTY3OTM@._V1_QL75_UY281_CR3,0,190,281_.jpg",6.159999999999999
Casino Jack,Biography,108.0,6.2,51.0,R,2010,"https://m.media-amazon.com/images/M/MV5BMTM2NzQ4NDE2M15BMl5BanBnXkFtZTcwNDM0NzcwNA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.869999999999999
Born to Be Blue,Biography,97.0,6.8,64.0,R,2015,"https://m.media-amazon.com/images/M/MV5BMjI3NTk0OTM5OF5BMl5BanBnXkFtZTgwOTMxMTE5NzE@._V1_QL75_UY281_CR3,0,190,281_.jpg",6.68
Tom Horn,Biography,98.0,6.8,66.0,R,1980,"https://m.media-amazon.com/images/M/MV5BMTk5NzkwNDUwOV5BMl5BanBnXkFtZTgwMjM2NjQzMTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.739999999999999
"Mary, Queen of Scots",Biography,128.0,7.1,53.0,PG-13,1971,"https://m.media-amazon.com/images/M/MV5BMDMzZDVkYmUtN2MyMC00OWExLThhZTktNGRjZGU0ZmJhYTUxXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX190_CR0,3,190,281_.jpg",6.56
Freeheld,Biography,103.0,6.6,50.0,PG-13,2015,"https://m.media-amazon.com/images/M/MV5BMzM5NTg3NjU1MV5BMl5BanBnXkFtZTgwNzAwMjA3NjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.119999999999999
Same Kind of Different as Me,Biography,119.0,6.6,47.0,PG-13,2017,"https://m.media-amazon.com/images/M/MV5BY2JhZjU1YWQtM2RmYi00ZjY3LWFhYzktNTk0ZGZkNjBkYzI2XkEyXkFqcGdeQXVyNjAwOTYzMjM@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.029999999999999
One Chance,Biography,103.0,6.8,52.0,PG-13,2013,"https://m.media-amazon.com/images/M/MV5BMTA5MzQxMzEzOTVeQTJeQWpwZ15BbWU4MDY2NzM5NzIx._V1_QL75_UX190_CR0,0,190,281_.jpg",6.32
20 Feet from Stardom,Documentary,91.0,7.4,83.0,PG-13,2013,"https://m.media-amazon.com/images/M/MV5BMTQxNDY2NjMwNF5BMl5BanBnXkFtZTcwNzExMDg0OQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.67
Yves Saint Laurent,Biography,106.0,6.2,51.0,R,2014,"https://m.media-amazon.com/images/M/MV5BMjE3NDE1NDAyOF5BMl5BanBnXkFtZTgwMDg0NDQ0MTE@._V1_QL75_UX190_CR0,2,190,281_.jpg",5.869999999999999
The White Crow,Biography,127.0,6.6,61.0,R,2018,"https://m.media-amazon.com/images/M/MV5BNGIwMjFmMGQtZjYxNC00NmJjLTlkM2QtMWMyZTA3YjZhNzBlXkEyXkFqcGdeQXVyOTgxNDIzMTY@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.449999999999999
Bound for Glory,Biography,147.0,7.2,70.0,PG,1976,"https://m.media-amazon.com/images/M/MV5BOWRlMmU0OGUtZjhjMS00YWQ2LWEzNzYtMWYxOWMwNjhkMGVkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.140000000000001
Lucie Aubrac,Biography,115.0,6.6,61.0,R,1997,"https://m.media-amazon.com/images/M/MV5BMTgwNGYzMWYtOGY0OC00MWYwLWE1NWQtY2I3NmE5ZDRjNjkxXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.449999999999999
Woodlawn,Biography,123.0,6.4,57.0,PG,2015,"https://m.media-amazon.com/images/M/MV5BMTA0ODM5MTM5MTleQTJeQWpwZ15BbWU4MDAwNzk1NDYx._V1_QL75_UY281_CR7,0,190,281_.jpg",6.1899999999999995
Patty Hearst,Biography,108.0,6.3,62.0,R,1988,"https://m.media-amazon.com/images/M/MV5BMWZlMjE0MjItYTViYS00ZTkxLWI3NTUtYjg0ZjAxMGQ0ZTdmXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_QL75_UX190_CR0,3,190,281_.jpg",6.27
The Look of Silence,Documentary,103.0,8.3,92.0,PG-13,2014,"https://m.media-amazon.com/images/M/MV5BOTMwMjI4MjQ3MF5BMl5BanBnXkFtZTgwMjkwOTM2NTE@._V1_QL75_UY281_CR1,0,190,281_.jpg",8.57
Mesrine: Public Enemy No. 1,Action,133.0,7.4,72.0,R,2008,"https://m.media-amazon.com/images/M/MV5BNWEyOGU4YWUtYjRkNS00OWZkLThlMjAtY2RiNzBhNmE2NGJmXkEyXkFqcGdeQXVyODAwMTU1MTE@._V1_QL75_UY281_CR8,0,190,281_.jpg",7.34
Walker,Biography,94.0,6.6,66.0,R,1987,"https://m.media-amazon.com/images/M/MV5BN2U4MDYzZjctMzJlMC00MDQzLWJlZDYtMzRkNGYxZDI0MzY0XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_QL75_UX190_CR0,1,190,281_.jpg",6.599999999999999
The Sparks Brothers,Documentary,140.0,7.7,80.0,R,2021,"https://m.media-amazon.com/images/M/MV5BNTA0YTE5M2MtZTc0Ny00ODViLWI2ZjItOTU3YzJmNzdhYjI3XkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.789999999999999
Lady Sings the Blues,Biography,144.0,7.0,66.0,R,1972,"https://m.media-amazon.com/images/M/MV5BN2I4NjY5OGYtNjMyNS00Nzg4LTg3ZjEtZTc1YjMyNjhkOTRmXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UY281_CR3,0,190,281_.jpg",6.879999999999999
Val,Documentary,109.0,7.6,73.0,R,2021,"https://m.media-amazon.com/images/M/MV5BNWUzMDA5MzMtYzU5Yy00M2U3LTg5YWUtYTk1NmY0ZDJhOGU3XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.51
Marley,Documentary,144.0,7.9,82.0,PG-13,2012,"https://m.media-amazon.com/images/M/MV5BMTg3NDUzMzQ2OF5BMl5BanBnXkFtZTcwNzY4NTE0Nw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.99
Prick Up Your Ears,Biography,105.0,7.1,72.0,R,1987,"https://m.media-amazon.com/images/M/MV5BYzg4YWQzZTEtMDIyMC00NmZjLWFhZTctYzkwZjJlMjVlYzAzXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.13
Lisztomania,Biography,103.0,6.1,66.0,R,1975,"https://m.media-amazon.com/images/M/MV5BNGYxOWVhZTktYjZmMi00ZDk5LTljMzQtMDI5MDNlZjE0NjE2XkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_QL75_UX190_CR0,4,190,281_.jpg",6.249999999999999
Why Do Fools Fall in Love,Biography,116.0,6.4,66.0,R,1998,"https://m.media-amazon.com/images/M/MV5BOGNhYjczZjUtY2QzNC00NTNjLWExN2MtNzI3ODIzNzAyZWI0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,1,190,281_.jpg",6.459999999999999
The Glorias,Biography,147.0,6.0,58.0,R,2020,"https://m.media-amazon.com/images/M/MV5BZmE1ZDI3MTgtODNmZi00OTQyLTkyYjMtNzI3OTRhOWEwY2NjXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.9399999999999995
The Story of Adele H,Biography,96.0,7.2,66.0,PG,1975,"https://m.media-amazon.com/images/M/MV5BYWFiNzk3NzMtOGExYS00ZTk4LWE2YzUtNDFlMGFjMTY3YTkzXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX190_CR0,4,190,281_.jpg",7.02
Prefontaine,Biography,106.0,6.8,55.0,PG-13,1997,"https://m.media-amazon.com/images/M/MV5BMTk2MzE0NjQ0Nl5BMl5BanBnXkFtZTcwMzUxMjkxMQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg",6.41
Backbeat,Biography,100.0,6.6,66.0,R,1994,"https://m.media-amazon.com/images/M/MV5BZjg3MmI5ZTEtNTcwMi00NzNiLTg4NTAtZWFlOTQ1OWRmM2MyXkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_QL75_UY281_CR0,0,190,281_.jpg",6.599999999999999
The Gospel of John,Biography,180.0,7.8,52.0,PG-13,2003,"https://m.media-amazon.com/images/M/MV5BMTk1ODY3NzYxN15BMl5BanBnXkFtZTcwNDIwNjAwMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.02
The Grizzlies,Biography,102.0,7.5,69.0,R,2018,"https://m.media-amazon.com/images/M/MV5BODY4Y2NkOTYtOTk4Ni00NWU3LTk2ODEtNmY1NzlkMjIzZjg1XkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_QL75_UY281_CR3,0,190,281_.jpg",7.32
The Hiding Place,Biography,150.0,7.4,66.0,PG,1975,"https://m.media-amazon.com/images/M/MV5BMTJmZjk4ZDUtMTYwMS00NmQwLTk1N2MtYjlmNzk4ZjZlOGExXkEyXkFqcGdeQXVyMTk0MjQ3Nzk@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.159999999999999
In Her Skin,Biography,107.0,6.4,66.0,R,2009,"https://m.media-amazon.com/images/M/MV5BMTM3NzIwMDQ3Ml5BMl5BanBnXkFtZTcwNTgyMzA2Nw@@._V1_QL75_UY281_CR0,0,190,281_.jpg",6.459999999999999
Modigliani,Biography,128.0,7.2,25.0,R,2004,"https://m.media-amazon.com/images/M/MV5BMTA1MDY5MjU1MjJeQTJeQWpwZ15BbWU2MDEyMTg3Ng@@._V1_QL75_UX190_CR0,2,190,281_.jpg",5.79
The Hunter,Action,97.0,6.2,31.0,PG,1980,"https://m.media-amazon.com/images/M/MV5BYTIwY2RjZTItNDRiNC00MWZhLTgwMGQtNzQzZTcyZDU5NGEyXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX190_CR0,3,190,281_.jpg",5.27
Hilary and Jackie,Biography,121.0,7.3,78.0,R,1998,"https://m.media-amazon.com/images/M/MV5BZjkyNjVmZmYtZmY4YS00MmZmLTllYmYtMzc0OThkNTUxZWZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.449999999999999
Kilo Two Bravo,Adventure,108.0,7.1,66.0,R,2014,"https://m.media-amazon.com/images/M/MV5BMTQ5MjQ2MjU5NV5BMl5BanBnXkFtZTgwMzI2Mzg5NjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.949999999999999
I Shot Andy Warhol,Biography,103.0,6.6,75.0,R,1996,"https://m.media-amazon.com/images/M/MV5BNWJkZTI3ZGUtOWQ3Ni00Y2Y5LTgxYWEtODQ4Yjg4M2ZmMWQ3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UX190_CR0,3,190,281_.jpg",6.869999999999999
Sylvia,Biography,100.0,6.3,56.0,R,2003,"https://m.media-amazon.com/images/M/MV5BODY2ZDNiODktYWU2Yy00OTdmLWI3YmUtMTllODY4NTlhMzNkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UY281_CR4,0,190,281_.jpg",6.089999999999999
Chappaquiddick,Biography,106.0,6.4,67.0,PG-13,2017,"https://m.media-amazon.com/images/M/MV5BMTU1ODM2Nzk1OV5BMl5BanBnXkFtZTgwMzA4MTc5NDM@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.489999999999999
The Pirates of Somalia,Biography,116.0,6.7,54.0,R,2017,"https://m.media-amazon.com/images/M/MV5BMjA2OTIwNjA0NV5BMl5BanBnXkFtZTgwMDYxNTYxNDM@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.31
Stockholm,Biography,92.0,6.1,54.0,R,2018,"https://m.media-amazon.com/images/M/MV5BNWI1OGM1MzItMTgxMy00MDQyLWExNzMtYjdhMjczNDdhMDhkXkEyXkFqcGdeQXVyMjU3NTI0Mg@@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.89
The Red Baron,Action,106.0,6.3,66.0,PG-13,2008,"https://m.media-amazon.com/images/M/MV5BMTg5NjE3NTc0OV5BMl5BanBnXkFtZTcwNzkzNjUxMw@@._V1_QL75_UY281_CR3,0,190,281_.jpg",6.389999999999999
Life,Biography,111.0,6.0,59.0,R,2015,"https://m.media-amazon.com/images/M/MV5BMTA3Mzc5Nzk0ODReQTJeQWpwZ15BbWU4MDA2ODQxMTcx._V1_QL75_UY281_CR0,0,190,281_.jpg",5.969999999999999
The Message,Action,207.0,8.9,66.0,PG,1976,"https://m.media-amazon.com/images/M/MV5BZWVkN2NmODAtMTMyMC00MTdkLThmMTktOWQ4NjI0Y2M5ZDFjXkEyXkFqcGdeQXVyMTU4MjUwMjI@._V1_QL75_UY281_CR4,0,190,281_.jpg",8.209999999999999
Adam,Biography,100.0,6.5,66.0,R,2020,"https://m.media-amazon.com/images/M/MV5BNDczOWUwMjQtM2EzMC00Y2QxLTg5MTMtNThmOTZjZDYyNTRmXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_QL75_UX190_CR0,1,190,281_.jpg",6.529999999999999
Taking Woodstock,Biography,120.0,6.7,55.0,R,2009,"https://m.media-amazon.com/images/M/MV5BNzE5NDYzM2YtMjlhMS00Yjc5LWFhZWUtNjQ4ODVhZTQ4OTFkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX190_CR0,6,190,281_.jpg",6.34
Flash of Genius,Biography,119.0,7.0,57.0,PG-13,2008,"https://m.media-amazon.com/images/M/MV5BMTI5MDI0NDAxOV5BMl5BanBnXkFtZTcwNzk4ODk3MQ@@._V1_QL75_UX190_CR0,1,190,281_.jpg",6.609999999999999
Get on Up,Biography,139.0,6.9,71.0,PG-13,2014,"https://m.media-amazon.com/images/M/MV5BMTY1NjAyMTUzMl5BMl5BanBnXkFtZTgwMTM4NzQ4MTE@._V1_QL75_UX190_CR0,10,190,281_.jpg",6.96
Son of the South,Biography,105.0,6.2,60.0,PG-13,2020,"https://m.media-amazon.com/images/M/MV5BMzk3MGQ1MGYtOTRlOC00MjJiLTljOTUtNGM1ZTE1Y2VmYmI2XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.14
Born Free,Adventure,95.0,7.2,66.0,PG,1966,"https://m.media-amazon.com/images/M/MV5BNDk3MGE1MzUtYWZlOS00OGVlLWJmOTUtNzgxYWY1NzU0YmQ1XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_QL75_UX190_CR0,3,190,281_.jpg",7.02
The General,Biography,124.0,7.2,81.0,R,1998,"https://m.media-amazon.com/images/M/MV5BZjk5OGYxYjAtY2JjNy00YjY5LWFlYWEtMzIxNzc1NzZlMzg2XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_QL75_UY281_CR2,0,190,281_.jpg",7.47
Dillinger,Action,107.0,6.9,66.0,R,1973,"https://m.media-amazon.com/images/M/MV5BMjIxMGViMmMtOTAzMi00MjQ2LWEwMDMtNzkzMTdkYWQwZGJjXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UX190_CR0,11,190,281_.jpg",6.81
Puncture,Biography,100.0,6.8,54.0,R,2011,"https://m.media-amazon.com/images/M/MV5BMTYzODIxNjAxNV5BMl5BanBnXkFtZTcwOTcxNzQzNg@@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.38
Rob the Mob,Biography,104.0,6.3,63.0,R,2014,"https://m.media-amazon.com/images/M/MV5BMjE4MTE4MTEyNl5BMl5BanBnXkFtZTgwMjIwNTgwMTE@._V1_QL75_UY281_CR0,0,190,281_.jpg",6.299999999999999
Into the White,Action,104.0,7.1,66.0,R,2012,"https://m.media-amazon.com/images/M/MV5BMTM5MDgzMTAyMV5BMl5BanBnXkFtZTcwODA5MzUwOQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg",6.949999999999999
The Happy Prince,Biography,105.0,6.2,64.0,R,2018,"https://m.media-amazon.com/images/M/MV5BODVjZThlMzMtZjQwNy00YjRlLWE5ZTMtMWVlMWUwM2U1NjRkXkEyXkFqcGdeQXVyODcyODY1Mzg@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.26
The Pigeon Tunnel,Documentary,92.0,7.0,79.0,PG-13,2023,"https://m.media-amazon.com/images/M/MV5BNDlhZTMyNTktZTg1Ni00YTdiLWJhMzQtOTRlYTBmYzNiMjc5XkEyXkFqcGdeQXVyMDc5ODIzMw@@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.27
Ted K,Biography,120.0,6.0,70.0,R,2021,"https://m.media-amazon.com/images/M/MV5BYzVhZGIyODYtMTk0NS00MTcxLTg3OWUtYzVkY2FlMDA2MDYyXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UX190_CR0,0,190,281_.jpg",6.299999999999999
Aline,Biography,126.0,6.3,53.0,PG-13,2020,"https://m.media-amazon.com/images/M/MV5BNjUxYTQ3YzItNjU5Ny00ZGM0LWJkMGUtN2FkMWRiNjFlY2ExXkEyXkFqcGdeQXVyMzcwMzExMA@@._V1_QL75_UY281_CR9,0,190,281_.jpg",5.999999999999999
Dream Horse,Biography,113.0,6.9,68.0,PG,2020,"https://m.media-amazon.com/images/M/MV5BOTQ5MmRlYWItZmNiYS00ZmE5LTg4NjAtZjZjZjNjYTRhMDY1XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.87
Effie Gray,Biography,104.0,6.0,54.0,PG-13,2014,"https://m.media-amazon.com/images/M/MV5BMjAyNjQ1NDc3Nl5BMl5BanBnXkFtZTgwNjY5MTE0NDE@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.819999999999999
A United Kingdom,Biography,111.0,6.9,65.0,PG-13,2016,"https://m.media-amazon.com/images/M/MV5BOGRhMjY4YjAtOGI4ZC00OTc1LTk0ZDUtMTBhNjMyMzEzMjc3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTgwMTQyNjY@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.78
The Dove,Adventure,105.0,6.3,66.0,PG,1974,"https://m.media-amazon.com/images/M/MV5BMTk4ZGUzNmUtOTU5Yy00MGY3LWIzMWUtNzhhY2FkMjYzMmFmXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,3,190,281_.jpg",6.389999999999999
Lifemark,Biography,105.0,6.1,66.0,PG-13,2022,"https://m.media-amazon.com/images/M/MV5BNjk0MmQwNGUtZTNhNy00ZTA1LWFiNGMtNWU4NzU4Y2YwY2M0XkEyXkFqcGdeQXVyNjgxMTkwMjY@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.249999999999999
Creation,Biography,108.0,6.6,51.0,PG-13,2009,"https://m.media-amazon.com/images/M/MV5BMjAwMjgxMDUwNl5BMl5BanBnXkFtZTcwMjM3ODAxMw@@._V1_QL75_UY281_CR2,0,190,281_.jpg",6.149999999999999
Permanent Midnight,Biography,88.0,6.2,57.0,R,1998,"https://m.media-amazon.com/images/M/MV5BZDY1MGU5YTYtNzk3NC00MWE0LTljYjUtZDM2YzQyZmJkZDU4XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_QL75_UY281_CR0,0,190,281_.jpg",6.05
Woman Walks Ahead,Biography,101.0,6.7,51.0,R,2017,"https://m.media-amazon.com/images/M/MV5BNjE1M2NlODEtYzMzZi00ZWUzLWEwMGItMTYzOTYyODU2ZDlhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.219999999999999
An Angel at My Table,Biography,158.0,7.4,79.0,R,1990,"https://m.media-amazon.com/images/M/MV5BZGViMGM0ZGItMWRkOC00NjA5LWE0MDgtNWJjZTJjMjk5ZmM1XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UY281_CR4,0,190,281_.jpg",7.55
Won't You Be My Neighbor?,Documentary,95.0,8.3,85.0,PG-13,2018,"https://m.media-amazon.com/images/M/MV5BMjM1NDg1MjUzNF5BMl5BanBnXkFtZTgwNTAxNjIzNTM@._V1_QL75_UX190_CR0,0,190,281_.jpg",8.36
Mesrine: Killer Instinct,Action,113.0,7.5,71.0,R,2008,"https://m.media-amazon.com/images/M/MV5BOTZhNWEwMDAtYzEyOC00NTVkLTgxZDktYjQwMDJiYjk2NmQ4XkEyXkFqcGdeQXVyODAwMTU1MTE@._V1_QL75_UY281_CR8,0,190,281_.jpg",7.38
Ride Like a Girl,Biography,98.0,7.0,47.0,PG,2019,"https://m.media-amazon.com/images/M/MV5BNWJlNzA4OGQtYjJjNS00ZDljLTgwOGEtYzU4ODhiMDFhYTllXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_QL75_UY281_CR2,0,190,281_.jpg",6.31
The Sapphires,Biography,103.0,7.0,67.0,PG-13,2012,"https://m.media-amazon.com/images/M/MV5BMTQyNTk5MDk1OF5BMl5BanBnXkFtZTcwNjgyODYxOQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.909999999999999
Enron: The Smartest Guys in the Room,Documentary,110.0,7.6,66.0,R,2005,"https://m.media-amazon.com/images/M/MV5BNjI0ODAxMDUwNl5BMl5BanBnXkFtZTcwMDU3MjE1MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.299999999999999
Swan Song,Biography,105.0,7.0,65.0,R,2021,"https://m.media-amazon.com/images/M/MV5BYTM4YmI5NzItNjViZS00MmE2LWE3ZWUtMTI0ZTg4ZWM2NWU4XkEyXkFqcGdeQXVyMTA2MDU0NjM5._V1_QL75_UX190_CR0,0,190,281_.jpg",6.85
