Title,Genre,Duration (minutes),IMDb Rating,MetaScore,Certificates,Year,Poster-src,Score
Where Hope Grows,Drama,95.0,6.6,41.0,PG-13,2014,"https://m.media-amazon.com/images/M/MV5BMTY1MjUxOTU0OF5BMl5BanBnXkFtZTgwMDYxNTQ0NDE@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.849999999999999
Meet Me in St. Louis,Comedy,113.0,7.5,94.0,Approved,1944,"https://m.media-amazon.com/images/M/MV5BMzkwNzE4MjEtZDcxNi00YmE5LWFmZmQtZGY1N2I2MDBkMmEzXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UX190_CR0,7,190,281_.jpg",8.07
Secret Headquarters,Action,104.0,5.2,47.0,PG,2022,"https://m.media-amazon.com/images/M/MV5BM2MxZmU0ZmYtZDNiNi00MTA3LThhNDQtNzI1YjYwYzhjZDExXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UX190_CR0,0,190,281_.jpg",5.05
The Big Green,Comedy,100.0,5.5,57.1,PG,1995,"https://m.media-amazon.com/images/M/MV5BNzQ1YWNmY2MtNDE0Mi00NzhkLWEwOWQtZDFiMjEwN2I3NWI4XkEyXkFqcGdeQXVyMTEwNDU1MzEy._V1_QL75_UX190_CR0,1,190,281_.jpg",5.563
The Mark of Zorro,Action,94.0,7.5,57.1,Approved,1940,"https://m.media-amazon.com/images/M/MV5BMTU2ODc0NzUyMl5BMl5BanBnXkFtZTgwODQ3NTA1MjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.963
Around the World in 80 Days,Adventure,175.0,6.7,69.0,G,1956,"https://m.media-amazon.com/images/M/MV5BNjRhNjVlYTgtODZiOS00OTVhLWE4ZTItZjc3MTFiYWY1YjI5L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,4,190,281_.jpg",6.76
Paul Blart: Mall Cop 2,Action,94.0,4.4,13.0,PG,2015,"https://m.media-amazon.com/images/M/MV5BMTkwMjkxNDQ1MV5BMl5BanBnXkFtZTgwNDQwODIxNTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",3.47
Under the Boardwalk,Animation,83.0,5.9,57.1,PG,2023,"https://m.media-amazon.com/images/M/MV5BODc3NjBkODktZWYwMy00MTVlLTkzYjItMGJjY2JmNzFkZmIwXkEyXkFqcGdeQXVyMTY0MTYwMDgy._V1_QL75_UX190_CR0,0,190,281_.jpg",5.843
The Indian in the Cupboard,Drama,96.0,6.0,58.0,PG,1995,"https://m.media-amazon.com/images/M/MV5BZWZlYmZiZGMtN2YyZC00MTdjLTllNjUtYWNhZDMwNDhhOTM1XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.9399999999999995
My Little Pony: The Movie,Animation,99.0,6.1,39.0,PG,2017,"https://m.media-amazon.com/images/M/MV5BMmMxNWNhNjItZjhmMC00ZmViLThlYjItZDk5YTQ1MWZkOGM1XkEyXkFqcGdeQXVyNzY2ODYzOTU@._V1_QL75_UX190_CR0,4,190,281_.jpg",5.4399999999999995
Frankenweenie,Animation,87.0,6.9,74.0,PG,2012,"https://m.media-amazon.com/images/M/MV5BMjIxODY3MjEwNV5BMl5BanBnXkFtZTcwOTMzNjc4Nw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.050000000000001
Song of the South,Animation,94.0,6.9,54.0,Approved,1946,"https://m.media-amazon.com/images/M/MV5BMjU3ZTgzMjQtZDBhMS00ZmRlLTliM2ItOTE1MmEzOWRkZTIzXkEyXkFqcGdeQXVyNzY1NDgwNjQ@._V1_QL75_UX190_CR0,3,190,281_.jpg",6.45
The New Adventures of Pippi Longstocking,Adventure,100.0,5.8,57.1,G,1988,"https://m.media-amazon.com/images/M/MV5BYzJmOTQ2N2ItMDYyMS00NGNhLWI5MGEtOWM2MGUwZDZjNzczXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,3,190,281_.jpg",5.773
Fat Albert,Comedy,93.0,4.4,39.0,PG,2004,"https://m.media-amazon.com/images/M/MV5BMTg2MzYxMDI2M15BMl5BanBnXkFtZTYwNTAzNTM3._V1_QL75_UX190_CR0,0,190,281_.jpg",4.25
Rock-A-Doodle,Animation,77.0,6.0,57.1,G,1991,"https://m.media-amazon.com/images/M/MV5BMTU5Njk5OTAwMl5BMl5BanBnXkFtZTcwNDkwODU2NA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.912999999999999
Home on the Range,Animation,76.0,5.4,50.0,PG,2004,"https://m.media-amazon.com/images/M/MV5BYWIyNWEwZDctMzkzNC00NzkyLTk5YWUtOWQ5MzBhMGE1NTE4XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.279999999999999
Candy Cane Lane,Comedy,117.0,5.6,47.0,PG,2023,"https://m.media-amazon.com/images/M/MV5BMTU3MWYzNzEtZmYwNS00ZjhjLTljMTQtYzk5NTk1ZTJkYTZjXkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_QL75_UX190_CR0,0,190,281_.jpg",5.329999999999999
Thunderbirds,Action,95.0,4.3,36.0,PG,2004,"https://m.media-amazon.com/images/M/MV5BMTU2NDA1NTkyN15BMl5BanBnXkFtZTYwNzAzODg2._V1_QL75_UX190_CR0,0,190,281_.jpg",4.09
G-Force,Animation,88.0,5.1,41.0,PG,2009,"https://m.media-amazon.com/images/M/MV5BMTM4NTY3MzY2MV5BMl5BanBnXkFtZTcwMDQ1NTM2Mg@@._V1_QL75_UX190_CR0,1,190,281_.jpg",4.799999999999999
Father of the Bride Part II,Comedy,106.0,6.1,49.0,PG,1995,"https://m.media-amazon.com/images/M/MV5BOTEyNzg5NjYtNDU4OS00MWYxLWJhMTItYWU4NTkyNDBmM2Y0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR0,0,190,281_.jpg",5.739999999999999
Thumbelina,Animation,86.0,6.2,57.1,G,1994,"https://m.media-amazon.com/images/M/MV5BNmE3MjdmMGMtOThhMS00OGRhLTllNDItMmJmN2QxMjA4ZTI2XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.053
Good Burger 2,Comedy,90.0,5.3,48.0,TV-PG,2023,"https://m.media-amazon.com/images/M/MV5BM2FhZTAxNDUtZGMwMS00MmI1LTg1Y2UtZTIwMmIzNjM0YzZiXkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_QL75_UX190_CR0,0,190,281_.jpg",5.1499999999999995
Feel the Beat,Comedy,109.0,6.3,57.1,TV-G,2020,"https://m.media-amazon.com/images/M/MV5BMmIxZWMxYjktZWY1OS00MWVkLTljZDQtYWMxYTdmOWY0NzM4XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.122999999999999
I Want to Eat Your Pancreas,Animation,109.0,8.0,57.1,Not Rated,2018,"https://m.media-amazon.com/images/M/MV5BNDM4MWE3NGQtODlkYS00NWU5LTg3ZjMtMTEyNjljOWI4NWIxXkEyXkFqcGdeQXVyNzkzODk2Mzc@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.313
Problem Child 2,Comedy,90.0,4.9,57.1,PG-13,1991,"https://m.media-amazon.com/images/M/MV5BZTQzNjRhMTctZjJmNi00NjFkLTgzMzgtNzUyOTUyODQ1NDA3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.143
Marmaduke,Comedy,87.0,4.3,30.0,PG,2010,"https://m.media-amazon.com/images/M/MV5BM2ZkMGNmMmUtYzVlZS00YTNmLTg1YTUtMGZkN2I1NGMwNWY0XkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",3.9099999999999997
Song of the Sea,Animation,93.0,8.0,85.0,PG,2014,"https://m.media-amazon.com/images/M/MV5BMTQ2MDMwNjEwNV5BMl5BanBnXkFtZTgwOTkxMzI0MzE@._V1_QL75_UY281_CR2,0,190,281_.jpg",8.149999999999999
Tuck Everlasting,Drama,90.0,6.6,66.0,PG,2002,"https://m.media-amazon.com/images/M/MV5BYmU2NjI0ZTktM2E2Ni00YTMxLTg2NDMtMmIyYTQ4NTY0MWQ0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR0,0,190,281_.jpg",6.599999999999999
Cats & Dogs,Action,87.0,5.2,47.0,PG,2001,"https://m.media-amazon.com/images/M/MV5BY2JmMDJlMmEtYTk4OS00YWQ5LTk2NzMtM2M3NzhkMjI4MGJkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,1,190,281_.jpg",5.05
Barnyard,Animation,90.0,5.6,42.0,PG,2006,"https://m.media-amazon.com/images/M/MV5BMTU2NDE0ODYyNF5BMl5BanBnXkFtZTcwNjQ3NzAzMQ@@._V1_QL75_UX190_CR0,7,190,281_.jpg",5.18
The Smurfs 2,Animation,105.0,5.3,34.0,PG,2013,"https://m.media-amazon.com/images/M/MV5BMmZmZDc4ODYtYmFkYy00N2UwLThmY2UtNTliZmJiMThiNWU3XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX190_CR0,0,190,281_.jpg",4.7299999999999995
Paws of Fury: The Legend of Hank,Animation,98.0,5.7,45.0,PG,2022,"https://m.media-amazon.com/images/M/MV5BNjJlNDA5ODQtZWJlNy00NWU2LTkyMWItZWY5NzZlMTlmMWFhXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_QL75_UY281_CR2,0,190,281_.jpg",5.34
Asterix & Obelix: The Middle Kingdom,Adventure,112.0,5.1,57.1,TV-PG,2023,"https://m.media-amazon.com/images/M/MV5BY2YwMjdiOTgtNWU4My00ZmQwLThmZWQtZThiODNlNmY4OGIzXkEyXkFqcGdeQXVyMDYwNjc3OQ@@._V1_QL75_UY281_CR9,0,190,281_.jpg",5.2829999999999995
A Dog's Way Home,Adventure,96.0,6.7,50.0,PG,2019,"https://m.media-amazon.com/images/M/MV5BMTg5MjcwMzY5OV5BMl5BanBnXkFtZTgwMDM0OTI1NjM@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.1899999999999995
Spy Kids: Armageddon,Action,97.0,4.3,55.0,PG,2023,"https://m.media-amazon.com/images/M/MV5BNDg2MWFhYTYtZWYxYy00MjlkLWJlMDQtZGFmZmEwOTY5NjZlXkEyXkFqcGdeQXVyMTA1OTcyNDQ4._V1_QL75_UX190_CR0,0,190,281_.jpg",4.66
Jingle All the Way,Adventure,89.0,5.7,34.0,PG,1996,"https://m.media-amazon.com/images/M/MV5BMmJlYzViNzctMjQ1Ni00ZWQ4LThkN2YtMzI2ZGU5Nzk0NTAyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,4,190,281_.jpg",5.01
Curious George,Animation,87.0,6.5,62.0,G,2006,"https://m.media-amazon.com/images/M/MV5BODIxNzYxNDEzNl5BMl5BanBnXkFtZTgwMjA1NTM2MTI@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.41
The Little Vampire,Adventure,95.0,5.7,45.0,PG,2000,"https://m.media-amazon.com/images/M/MV5BOTU4NDQ3NzY1NV5BMl5BanBnXkFtZTYwMTQ3NTk2._V1_QL75_UX190_CR0,2,190,281_.jpg",5.34
The King's Daughter,Action,98.0,5.1,31.0,PG,2022,"https://m.media-amazon.com/images/M/MV5BMmMyYzA2NTctMmQ0Mi00N2Y3LTljODktZDc5N2M1NWM5NGQ2XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",4.499999999999999
Ernest Goes to Camp,Comedy,92.0,5.5,24.0,PG,1987,"https://m.media-amazon.com/images/M/MV5BNjQxOTFmNmItMDk1Ni00NTk3LTk0N2MtNmU4OGE5NDIzYjJmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,8,190,281_.jpg",4.569999999999999
"Yours, Mine & Ours",Comedy,88.0,5.5,38.0,PG,2005,"https://m.media-amazon.com/images/M/MV5BNjQ2OGY1YTQtZjIwZC00ODE1LWJlZTQtNzRjNGJlNDNlMWFiL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR2,0,190,281_.jpg",4.989999999999999
Dragon Ball Super: Broly,Animation,100.0,7.7,59.0,PG,2018,"https://m.media-amazon.com/images/M/MV5BMjhhMDU5Y2QtMzcyZS00ZGE1LTg3ZjMtMTYyOTM0OTFlYTRkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR0,0,190,281_.jpg",7.16
D3: The Mighty Ducks,Action,104.0,5.5,57.1,PG,1996,"https://m.media-amazon.com/images/M/MV5BNWMyZmNkNTMtYTZlMi00MmQ5LWE4NWQtMzVjZWZhNmU1Yjc1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.563
Bean,Adventure,89.0,6.5,52.0,PG-13,1997,"https://m.media-amazon.com/images/M/MV5BNmVkMjY3NzMtMDNjYS00YzhkLTg5MWQtYmMzNDRhNDJhNDkyXkEyXkFqcGdeQXVyMTU2Nzc2NTE2._V1_QL75_UX190_CR0,0,190,281_.jpg",6.109999999999999
Three Men and a Little Lady,Comedy,104.0,5.5,51.0,PG,1990,"https://m.media-amazon.com/images/M/MV5BMWRkM2FmYmMtZTc1YS00MDZlLTk5N2UtMmJhNzUxYzQxNzBiXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.379999999999999
Mr. Popper's Penguins,Comedy,94.0,6.0,53.0,PG,2011,"https://m.media-amazon.com/images/M/MV5BMTcwMDI4NjEyOF5BMl5BanBnXkFtZTcwNzg5MzEwNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.789999999999999
The Tale of The Princess Kaguya,Animation,137.0,8.0,89.0,PG,2013,"https://m.media-amazon.com/images/M/MV5BNThmMWMyMWMtOWRiNy00MGY0LTg1OTUtNjYzODg2MjdlZGU5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR6,0,190,281_.jpg",8.27
Muppet Treasure Island,Action,99.0,6.9,64.0,G,1996,"https://m.media-amazon.com/images/M/MV5BMTlmNzhiMWEtOWVjZC00NmM0LTgxNDItMDJmYTkxYTZkY2FjXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.75
Dumbo,Animation,64.0,7.2,96.0,G,1941,"https://m.media-amazon.com/images/M/MV5BMmU1NjQ3YjktZGMxYS00N2IwLTllZWQtOGNjYWE4MzgxNzk2XkEyXkFqcGdeQXVyODU2MDg1NzU@._V1_QL75_UX190_CR0,3,190,281_.jpg",7.92
Gulliver's Travels,Adventure,85.0,4.9,33.0,PG,2010,"https://m.media-amazon.com/images/M/MV5BMjI1NDU1MjcxN15BMl5BanBnXkFtZTcwODczNTM1Mw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",4.42
Babe: Pig in the City,Adventure,97.0,5.8,68.0,PG,1998,"https://m.media-amazon.com/images/M/MV5BMjI4ZDQ3NjktNjQ4Mi00NjU2LWFiZTEtYzhjODNlM2VhYTIzXkEyXkFqcGdeQXVyNDIwODAwNzg@._V1_QL75_UY281_CR1,0,190,281_.jpg",6.1
Wolfwalkers,Animation,103.0,8.0,87.0,PG,2020,"https://m.media-amazon.com/images/M/MV5BNTA4MWQ4NGUtOGQ0MS00M2QyLWE5MDItZWM2YzA0ZDgxZTA2XkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_QL75_UX190_CR0,2,190,281_.jpg",8.209999999999999
The Haunted Mansion,Comedy,88.0,5.2,34.0,PG,2003,"https://m.media-amazon.com/images/M/MV5BOWNkNzNlYWItNjIwOC00NzNlLTkxY2MtOWQyMTdmYTAzNGY5XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UX190_CR0,0,190,281_.jpg",4.66
The Addams Family,Animation,86.0,5.8,46.0,PG,2019,"https://m.media-amazon.com/images/M/MV5BODBjOTAzZmMtNGJkOC00M2M3LWI1MTctZjZlMzdiODBkMzc0XkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.4399999999999995
Ryan's World the Movie: Titan Universe Adventure,Animation,83.0,5.4,57.1,PG,2024,"https://m.media-amazon.com/images/M/MV5BMWY1ZmNhNDMtYjYwOS00ZWU5LThmMDAtMWYzNTc0YzExYWM2XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.492999999999999
Cheaper by the Dozen,Comedy,107.0,4.6,42.0,PG,2022,"https://m.media-amazon.com/images/M/MV5BMWJmOWYwOGMtYjg4Ny00MDliLTgwZjQtNmI1YjkwODNhZTY1XkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_QL75_UX190_CR0,0,190,281_.jpg",4.4799999999999995
Spy Kids 2: Island of Lost Dreams,Action,100.0,5.3,66.0,PG,2002,"https://m.media-amazon.com/images/M/MV5BNWM2N2JjYzYtYWIyNS00NDc3LWFkNDctMmYwOWQyZTcxYjZhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.6899999999999995
A Dog's Journey,Adventure,109.0,7.4,43.0,PG,2019,"https://m.media-amazon.com/images/M/MV5BYjRhMWY0ODMtMmM3OC00ZGRmLWIyZjktZGQ0ZGE4MzcyZWE5XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,10,190,281_.jpg",6.47
The NeverEnding Story II: The Next Chapter,Adventure,89.0,5.1,30.0,PG,1990,"https://m.media-amazon.com/images/M/MV5BNTZkNzNkMDYtYTIxYS00YjA4LWJkYmQtMTA0Njg0YjJmYmQ2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg",4.469999999999999
Gnomeo & Juliet,Animation,84.0,5.9,53.0,G,2011,"https://m.media-amazon.com/images/M/MV5BMjAyNDM2MDA2NF5BMl5BanBnXkFtZTcwOTMxMDAxNA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.72
"Honey, I Blew Up the Kid",Adventure,89.0,4.9,50.0,PG,1992,"https://m.media-amazon.com/images/M/MV5BOGU3N2MzOGYtODhmMy00Y2IzLWI3YmEtYzNiMTU1ZjY0ZDNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR1,0,190,281_.jpg",4.93
Agent Cody Banks,Action,102.0,5.1,41.0,PG,2003,"https://m.media-amazon.com/images/M/MV5BNzMwMjc5NzUyNF5BMl5BanBnXkFtZTcwNjA5MDcyNA@@._V1_QL75_UX190_CR0,10,190,281_.jpg",4.799999999999999
The Ice Age Adventures of Buck Wild,Animation,82.0,4.3,30.0,PG,2022,"https://m.media-amazon.com/images/M/MV5BNDJmMzQyMzAtMzMxMy00NTI3LTgzOGMtZDU3Yzc4MjRjNzkwXkEyXkFqcGdeQXVyMTA1OTcyNDQ4._V1_QL75_UX190_CR0,0,190,281_.jpg",3.9099999999999997
Christmas Oranges,Drama,101.0,6.7,57.1,PG,2012,"https://m.media-amazon.com/images/M/MV5BMjIxODE4Mjc0NV5BMl5BanBnXkFtZTgwODc4ODc0MDE@._V1_QL75_UY281_CR3,0,190,281_.jpg",6.403
Garfield: A Tail of Two Kitties,Adventure,82.0,5.0,37.0,PG,2006,"https://m.media-amazon.com/images/M/MV5BOGU3ZTMyMDAtNTQ4My00NWMxLTk3OTMtOTUwMTI5MGRlNTU4XkEyXkFqcGdeQXVyMTA1NjE5MTAz._V1_QL75_UY281_CR0,0,190,281_.jpg",4.61
Mirror Mirror,Adventure,106.0,5.6,46.0,PG,2012,"https://m.media-amazon.com/images/M/MV5BMjA5Mzk2MDUyM15BMl5BanBnXkFtZTcwODYzOTAyNw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.299999999999999
"Sinbad, the Sailor",Adventure,116.0,6.1,57.1,Approved,1947,"https://m.media-amazon.com/images/M/MV5BYzI3NTYxZTctNTc4Yy00MzVjLTlkMWUtNzc2OWE0MjBiZWVhXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_QL75_UX190_CR0,2,190,281_.jpg",5.983
Lady and the Tramp,Adventure,111.0,6.2,48.0,PG,2019,"https://m.media-amazon.com/images/M/MV5BM2U3ZDBkYWUtNDY3Ny00OTliLTgxNTAtY2QwZTQxMmEwOTQ1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.779999999999999
The SpongeBob Movie: Sponge Out of Water,Animation,92.0,6.0,62.0,PG,2015,"https://m.media-amazon.com/images/M/MV5BMGEzNGRjYzYtNmRjNy00ZTI0LTgwOTYtOTViMGM0MWUwMzQ5XkEyXkFqcGdeQXVyMTM0NTUzNDIy._V1_QL75_UX190_CR0,1,190,281_.jpg",6.059999999999999
Smurfs: The Lost Village,Animation,90.0,6.0,40.0,PG,2017,"https://m.media-amazon.com/images/M/MV5BMjdlNTFmYWMtZmJmNi00OTEwLWJiMWUtYTY1ZjA1Y2RjMTY3XkEyXkFqcGdeQXVyNzg3MjIwMjg@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.3999999999999995
UglyDolls,Animation,87.0,5.1,39.0,PG,2019,"https://m.media-amazon.com/images/M/MV5BMTc0NjE2ODM2OV5BMl5BanBnXkFtZTgwMjQyNDUzNzM@._V1_QL75_UX190_CR0,0,190,281_.jpg",4.739999999999999
Leap!,Animation,89.0,6.7,48.0,PG,2016,"https://m.media-amazon.com/images/M/MV5BZjEzMmFlNWUtYTFhOC00ZDMxLTllZmItZjc3ODMwNTk2ZmNlXkEyXkFqcGdeQXVyNTY2ODgzODg@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.129999999999999
The Brave Little Toaster,Animation,90.0,7.2,57.1,G,1987,"https://m.media-amazon.com/images/M/MV5BNTEyZTI3Y2ItYTYwYS00ZGJlLWJlNmUtZjFjNDgxOTlhOGIzXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX190_CR0,8,190,281_.jpg",6.753
The Monkey King,Animation,97.0,5.8,59.0,PG,2023,"https://m.media-amazon.com/images/M/MV5BNWZhZjUxZGUtMzM1OC00MjdmLWIzZjUtZTUzODc2ZTI2YzQzXkEyXkFqcGdeQXVyMDc5ODIzMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.83
Looney Tunes: Back in Action,Animation,91.0,5.8,64.0,PG,2003,"https://m.media-amazon.com/images/M/MV5BZDc0NTc4YTMtOTRiYS00MzQ5LTg5MDAtYWMzZTM5MjljYWViXkEyXkFqcGdeQXVyMTUyOTc1NDYz._V1_QL75_UX190_CR0,0,190,281_.jpg",5.9799999999999995
Alvin and the Chipmunks: Chipwrecked,Adventure,87.0,4.4,24.0,G,2011,"https://m.media-amazon.com/images/M/MV5BMTNiMGI2YWMtNTg0ZS00NDg4LWE5ZTgtMjhiMjIzYzVlYTE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",3.8
Arthur and the Invisibles,Animation,94.0,6.0,39.0,PG,2006,"https://m.media-amazon.com/images/M/MV5BNmRkODM2MjUtNGUwYS00YjNjLWFmN2MtYjJhZmRlYzAxZDNlXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UY281_CR1,0,190,281_.jpg",5.369999999999999
Astro Boy,Animation,94.0,6.2,53.0,PG,2009,"https://m.media-amazon.com/images/M/MV5BMTI5NTEwNTcxMl5BMl5BanBnXkFtZTcwMDEyMTE4Mg@@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.93
The Pagemaster,Animation,80.0,6.1,57.1,G,1994,"https://m.media-amazon.com/images/M/MV5BZmJjNmY5MmEtMWVmOS00N2UyLWFmZWQtZjkyNDg5NzdjNGMyXkEyXkFqcGdeQXVyMTA1OTAyOTI@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.983
Good Burger,Comedy,95.0,5.8,41.0,PG,1997,"https://m.media-amazon.com/images/M/MV5BMGM1YTJhOTQtNmYwZS00MGU0LTkxNWEtZGEwM2I4NTc5MzZlXkEyXkFqcGdeQXVyMTUyOTc1NDYz._V1_QL75_UX190_CR0,0,190,281_.jpg",5.289999999999999
Wish Dragon,Animation,98.0,7.2,59.0,PG,2021,"https://m.media-amazon.com/images/M/MV5BNDg0N2NiZTAtZWVjNy00YmJlLWI0NDktMjFkMmRiZGIyNzRmXkEyXkFqcGdeQXVyMTA1OTcyNDQ4._V1_QL75_UX190_CR0,0,190,281_.jpg",6.8100000000000005
SpaceCamp,Adventure,107.0,5.7,40.0,PG,1986,"https://m.media-amazon.com/images/M/MV5BNWNjZTlkMWYtNDE4ZC00ODkzLWJiZGYtODJiYjY0YzY5NmVkXkEyXkFqcGdeQXVyNzEyNjE5NzM@._V1_QL75_UX190_CR0,4,190,281_.jpg",5.1899999999999995
Winnie the Pooh,Animation,63.0,7.1,74.0,G,2011,"https://m.media-amazon.com/images/M/MV5BMjI2MTMxMDYwMl5BMl5BanBnXkFtZTcwMDM0NTQ4NA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.1899999999999995
An American Tail,Animation,80.0,6.9,38.0,G,1986,"https://m.media-amazon.com/images/M/MV5BOGNjODEyNDgtYWNiYi00NDEwLWI2YTMtM2JmZWYyNjg2ZTczXkEyXkFqcGdeQXVyMzczMzE2ODM@._V1_QL75_UX190_CR0,4,190,281_.jpg",5.97
My Bodyguard,Comedy,102.0,7.1,67.0,PG,1980,"https://m.media-amazon.com/images/M/MV5BZmRhNDNkNGItODAzZC00OWFkLWE4MDAtMWIzMDlmNzQwZDNiXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX190_CR0,3,190,281_.jpg",6.9799999999999995
The SpongeBob Movie: Sponge on the Run,Animation,91.0,5.9,65.0,PG,2020,"https://m.media-amazon.com/images/M/MV5BMDMzYzM3MGMtZWFlZC00ODI5LTg5YjgtODI2NzI3ZTZmMGQ4XkEyXkFqcGdeQXVyMTA1NjE5MTAz._V1_QL75_UX190_CR0,2,190,281_.jpg",6.08
Harry and the Hendersons,Comedy,110.0,6.1,42.0,PG,1987,"https://m.media-amazon.com/images/M/MV5BOGQ3MzVkMTAtODQxZS00MmRmLTk3MjAtZmYxNjEwOTZmZWQ2XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX190_CR0,1,190,281_.jpg",5.529999999999999
Playing with Fire,Comedy,96.0,5.1,24.0,PG,2019,"https://m.media-amazon.com/images/M/MV5BNTg4YjQyMDAtZWFiYi00OTMzLWJiYTgtMzRiNWMzMTAzMDQ0XkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_QL75_UX190_CR0,0,190,281_.jpg",4.289999999999999
The Beverly Hillbillies,Comedy,92.0,5.0,37.0,PG,1993,"https://m.media-amazon.com/images/M/MV5BYTE3YjcwNTYtY2IwNi00MDlhLTlhMzMtOGM1YzI5MTU5OGNkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,1,190,281_.jpg",4.61
